Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer
24-09-2022,Australia,ERP,Partner,Business,158,7,655,No
25-09-2022,Australia,DevTools,Partner,Business,3942,19,742,Yes
26-09-2022,Australia,ERP,Partner,Business,2848,18,1253,No
27-09-2022,Europe,DevTools,Online,Consumer,5747,7,1887,No
28-09-2022,Australia,Database,Partner,Business,2580,9,871,Yes
29-09-2022,Asia,ERP,Online,Consumer,3181,12,1738,Yes
30-09-2022,Asia,ERP,Online,Consumer,8515,3,968,No
01-10-2022,Europe,ERP,Online,Business,6072,16,905,Yes
02-10-2022,Europe,Database,Online,Business,1542,7,1852,No
03-10-2022,Australia,Antivirus,Direct Sales,Consumer,7292,5,571,No
04-10-2022,South America,DevTools,Partner,Consumer,2154,7,1491,Yes
05-10-2022,Europe,ERP,Online,Consumer,4387,19,565,Yes
06-10-2022,North America,Database,Partner,Consumer,6501,17,1701,No
07-10-2022,Asia,Antivirus,Online,Consumer,2792,16,1744,Yes
08-10-2022,North America,DevTools,Direct Sales,Consumer,3903,19,1840,No
09-10-2022,Asia,Database,Online,Business,7368,18,779,No
10-10-2022,Asia,DevTools,Partner,Consumer,9385,19,687,Yes
11-10-2022,Europe,ERP,Partner,Consumer,5340,4,1255,No
12-10-2022,Europe,Antivirus,Direct Sales,Business,199,1,907,No
13-10-2022,North America,Database,Partner,Business,3451,4,1409,No
14-10-2022,Asia,Antivirus,Partner,Business,4046,4,1271,No
15-10-2022,North America,ERP,Online,Consumer,3458,9,717,No
16-10-2022,South America,Antivirus,Partner,Business,4419,8,1609,No
17-10-2022,North America,Antivirus,Online,Business,6363,2,1706,Yes
18-10-2022,Australia,CRM,Direct Sales,Consumer,1299,6,1945,No
19-10-2022,North America,Antivirus,Partner,Consumer,2799,11,1093,No
20-10-2022,Australia,DevTools,Online,Consumer,5126,4,1007,Yes
21-10-2022,Australia,Database,Partner,Consumer,3224,14,788,Yes
22-10-2022,Australia,CRM,Online,Business,9912,9,771,Yes
23-10-2022,South America,Database,Direct Sales,Consumer,4371,2,982,No
24-10-2022,North America,Database,Online,Business,8711,1,1973,Yes
25-10-2022,North America,ERP,Partner,Consumer,8975,4,638,No
26-10-2022,South America,ERP,Online,Business,8376,12,889,No
27-10-2022,Asia,CRM,Partner,Consumer,564,5,629,No
28-10-2022,Europe,ERP,Direct Sales,Consumer,9483,9,910,No
29-10-2022,North America,ERP,Online,Consumer,1375,4,639,Yes
30-10-2022,Europe,ERP,Partner,Business,441,16,1262,No
31-10-2022,South America,Database,Partner,Business,4202,2,1158,No
01-11-2022,Asia,CRM,Partner,Business,2027,16,761,No
02-11-2022,Asia,Database,Online,Consumer,1924,16,762,No
03-11-2022,Asia,DevTools,Online,Business,2949,11,1439,No
04-11-2022,South America,Database,Online,Consumer,2559,1,1081,No
05-11-2022,Australia,DevTools,Direct Sales,Consumer,6879,15,584,Yes
06-11-2022,Australia,Antivirus,Partner,Consumer,1949,4,1880,Yes
07-11-2022,Europe,Antivirus,Partner,Business,5477,18,1107,No
08-11-2022,Australia,DevTools,Direct Sales,Consumer,9866,17,1387,No
09-11-2022,Australia,DevTools,Direct Sales,Business,4381,7,1828,No
10-11-2022,Asia,Database,Online,Consumer,6455,18,1103,No
11-11-2022,Asia,DevTools,Online,Consumer,9697,13,1731,No
12-11-2022,Europe,CRM,Online,Consumer,1463,10,1872,Yes
13-11-2022,North America,Antivirus,Online,Business,4244,1,761,No
14-11-2022,Europe,Antivirus,Online,Business,8517,2,1839,Yes
15-11-2022,Europe,DevTools,Online,Consumer,9330,17,680,Yes
16-11-2022,South America,ERP,Direct Sales,Business,6052,3,913,Yes
17-11-2022,South America,ERP,Direct Sales,Business,1520,17,1712,Yes
18-11-2022,Europe,DevTools,Direct Sales,Consumer,9025,12,1851,Yes
19-11-2022,Europe,CRM,Partner,Consumer,1827,12,1526,No
20-11-2022,Europe,ERP,Partner,Business,3593,10,657,No
21-11-2022,Australia,DevTools,Online,Consumer,3818,7,1284,No
22-11-2022,South America,CRM,Direct Sales,Consumer,4528,10,1359,No
23-11-2022,Europe,CRM,Partner,Business,7923,18,923,Yes
24-11-2022,Asia,Database,Partner,Business,8041,6,1987,Yes
25-11-2022,Asia,CRM,Direct Sales,Consumer,7225,7,1003,No
26-11-2022,Australia,ERP,Partner,Business,319,17,815,Yes
27-11-2022,Australia,ERP,Partner,Business,5692,12,665,No
28-11-2022,North America,DevTools,Direct Sales,Consumer,7500,17,1068,Yes
29-11-2022,North America,DevTools,Partner,Consumer,4502,18,1539,Yes
30-11-2022,North America,CRM,Direct Sales,Consumer,9455,14,847,Yes
01-12-2022,Australia,Antivirus,Partner,Consumer,8256,11,1654,Yes
02-12-2022,Australia,Database,Direct Sales,Business,6418,2,703,No
03-12-2022,Australia,Antivirus,Partner,Business,718,1,1161,Yes
04-12-2022,Asia,CRM,Partner,Consumer,6558,11,1554,No
05-12-2022,Australia,CRM,Direct Sales,Consumer,9125,2,703,No
06-12-2022,Asia,Antivirus,Partner,Consumer,3857,16,1397,Yes
07-12-2022,North America,Database,Direct Sales,Consumer,8398,3,1698,No
08-12-2022,North America,Antivirus,Direct Sales,Business,3200,1,1393,No
09-12-2022,North America,DevTools,Partner,Business,5744,8,1267,No
10-12-2022,Europe,ERP,Online,Consumer,6519,19,1757,No
11-12-2022,Europe,DevTools,Partner,Consumer,6812,1,1978,Yes
12-12-2022,South America,ERP,Online,Business,8837,5,772,Yes
13-12-2022,South America,CRM,Online,Business,2423,1,1537,Yes
14-12-2022,South America,Database,Partner,Business,2697,11,621,Yes
15-12-2022,Europe,Antivirus,Online,Business,7070,9,564,No
16-12-2022,Europe,Database,Direct Sales,Consumer,1854,5,921,No
17-12-2022,South America,Antivirus,Direct Sales,Business,4696,2,1956,Yes
18-12-2022,South America,DevTools,Online,Business,298,13,1328,Yes
19-12-2022,Australia,DevTools,Direct Sales,Business,1496,18,902,No
20-12-2022,South America,Antivirus,Partner,Consumer,6821,12,699,Yes
21-12-2022,Australia,Database,Direct Sales,Consumer,7500,14,1880,No
22-12-2022,Asia,Antivirus,Online,Business,1242,5,1044,Yes
23-12-2022,Europe,CRM,Partner,Business,2354,10,960,No
24-12-2022,South America,DevTools,Direct Sales,Consumer,1079,2,1787,No
25-12-2022,Europe,CRM,Partner,Consumer,4391,4,1407,Yes
26-12-2022,Europe,DevTools,Online,Business,1349,12,753,Yes
27-12-2022,Europe,DevTools,Direct Sales,Consumer,4429,11,1132,Yes
28-12-2022,Asia,ERP,Partner,Business,7348,4,1892,No
29-12-2022,North America,CRM,Partner,Consumer,6866,11,1852,Yes
30-12-2022,South America,CRM,Direct Sales,Business,2877,9,605,Yes
31-12-2022,North America,ERP,Partner,Business,6770,10,903,Yes
01-01-2022,North America,Database,Partner,Consumer,9284,6,732,Yes
02-01-2022,North America,CRM,Online,Business,3540,15,1301,Yes
03-01-2022,Europe,Antivirus,Online,Consumer,3358,10,1625,No
04-01-2022,Australia,ERP,Online,Consumer,5757,6,943,Yes
05-01-2022,Europe,CRM,Online,Consumer,2530,1,1637,Yes
06-01-2022,Europe,Database,Online,Business,6551,4,1503,Yes
07-01-2022,North America,CRM,Online,Business,8339,14,1592,Yes
08-01-2022,Europe,DevTools,Direct Sales,Business,4647,8,1922,No
09-01-2022,North America,Antivirus,Online,Consumer,6827,11,1137,No
10-01-2022,Australia,ERP,Partner,Business,6554,15,1014,Yes
11-01-2022,South America,DevTools,Direct Sales,Business,483,19,1526,Yes
12-01-2022,North America,Database,Partner,Business,1916,8,1711,Yes
13-01-2022,Australia,DevTools,Online,Business,8946,13,787,No
14-01-2022,South America,DevTools,Online,Consumer,9395,18,1770,No
15-01-2022,Asia,Database,Partner,Business,7826,17,587,Yes
16-01-2022,North America,DevTools,Partner,Consumer,9220,6,510,No
17-01-2022,North America,ERP,Partner,Consumer,3131,15,738,No
18-01-2022,Asia,CRM,Direct Sales,Consumer,2552,13,1968,No
19-01-2022,Asia,DevTools,Online,Consumer,3905,18,1285,No
20-01-2022,North America,ERP,Partner,Business,648,11,570,No
21-01-2022,Asia,CRM,Online,Business,8118,13,1996,No
22-01-2022,Europe,CRM,Partner,Business,9843,1,1617,Yes
23-01-2022,South America,DevTools,Online,Consumer,8258,18,1757,No
24-01-2022,South America,ERP,Direct Sales,Business,5594,5,819,Yes
25-01-2022,South America,DevTools,Online,Consumer,3023,6,658,No
26-01-2022,Europe,Database,Partner,Business,2057,1,1273,Yes
27-01-2022,Asia,CRM,Online,Business,3704,7,1658,No
28-01-2022,Australia,DevTools,Direct Sales,Business,6703,4,1457,Yes
29-01-2022,Asia,CRM,Direct Sales,Consumer,4526,9,1447,Yes
30-01-2022,North America,ERP,Online,Business,9347,15,1636,No
31-01-2022,South America,Antivirus,Partner,Consumer,8557,6,841,Yes
01-02-2022,Asia,DevTools,Direct Sales,Consumer,1114,17,1492,Yes
02-02-2022,Australia,DevTools,Direct Sales,Consumer,1402,18,1088,No
03-02-2022,North America,CRM,Online,Business,6795,4,605,Yes
04-02-2022,Europe,ERP,Direct Sales,Business,2385,9,803,No
05-02-2022,Europe,Database,Direct Sales,Consumer,7931,14,1691,Yes
06-02-2022,Australia,ERP,Partner,Consumer,5954,3,1844,Yes
07-02-2022,North America,DevTools,Partner,Consumer,2375,1,924,No
08-02-2022,South America,Database,Partner,Consumer,4839,11,786,Yes
09-02-2022,Asia,ERP,Online,Consumer,4120,1,540,Yes
10-02-2022,North America,Antivirus,Direct Sales,Business,8744,12,1922,No
11-02-2022,Europe,CRM,Online,Business,418,9,1526,No
12-02-2022,Australia,ERP,Direct Sales,Business,8969,5,1936,No
13-02-2022,Australia,ERP,Direct Sales,Consumer,6556,15,1796,Yes
14-02-2022,Asia,Antivirus,Direct Sales,Consumer,7402,18,1011,Yes
15-02-2022,Australia,DevTools,Partner,Business,126,9,669,No
16-02-2022,Australia,CRM,Online,Business,6320,13,1249,Yes
17-02-2022,North America,ERP,Online,Consumer,5926,13,540,Yes
18-02-2022,South America,Database,Direct Sales,Consumer,5418,13,725,Yes
19-02-2022,Asia,ERP,Online,Consumer,7880,10,850,Yes
20-02-2022,North America,CRM,Partner,Business,5603,10,1498,Yes
21-02-2022,South America,ERP,Online,Consumer,8585,7,1265,No
22-02-2022,North America,Antivirus,Direct Sales,Consumer,2403,5,954,No
23-02-2022,North America,ERP,Partner,Consumer,8079,7,1347,Yes
24-02-2022,Australia,ERP,Partner,Business,1875,10,688,Yes
25-02-2022,South America,Database,Direct Sales,Consumer,8150,10,1634,Yes
26-02-2022,Asia,Antivirus,Online,Business,9411,13,1568,No
27-02-2022,Asia,Antivirus,Direct Sales,Consumer,3423,15,825,No
28-02-2022,South America,ERP,Online,Consumer,5346,6,1410,No
01-03-2022,Australia,Database,Online,Business,6617,12,1255,No
02-03-2022,Europe,ERP,Partner,Consumer,887,19,591,No
03-03-2022,North America,ERP,Direct Sales,Business,4991,11,917,Yes
04-03-2022,Australia,CRM,Partner,Consumer,3670,6,1999,Yes
05-03-2022,South America,CRM,Direct Sales,Business,8737,1,649,Yes
06-03-2022,North America,Database,Direct Sales,Consumer,8779,2,1260,Yes
07-03-2022,Asia,DevTools,Partner,Business,7038,15,1774,No
08-03-2022,Europe,CRM,Direct Sales,Business,6592,4,951,Yes
09-03-2022,Asia,DevTools,Direct Sales,Consumer,7364,5,891,Yes
10-03-2022,South America,Antivirus,Online,Business,3723,15,1836,Yes
11-03-2022,North America,CRM,Direct Sales,Consumer,4105,11,957,Yes
12-03-2022,South America,CRM,Direct Sales,Business,5582,10,1477,No
13-03-2022,North America,Database,Partner,Consumer,9386,17,1610,No
14-03-2022,Australia,DevTools,Partner,Consumer,7268,2,1683,Yes
15-03-2022,Europe,CRM,Direct Sales,Consumer,5555,10,1992,Yes
16-03-2022,Australia,CRM,Online,Consumer,7727,3,1705,Yes
17-03-2022,Australia,Database,Online,Business,3772,19,1486,Yes
18-03-2022,South America,Database,Partner,Consumer,7332,5,1843,No
19-03-2022,Europe,DevTools,Direct Sales,Consumer,4166,3,1859,No
20-03-2022,North America,Antivirus,Direct Sales,Consumer,2869,8,1960,Yes
21-03-2022,North America,Antivirus,Online,Consumer,6136,5,1665,Yes
22-03-2022,Asia,ERP,Online,Consumer,6900,12,792,No
23-03-2022,North America,CRM,Online,Business,4647,14,1565,No
24-03-2022,South America,DevTools,Partner,Consumer,5698,7,613,Yes
25-03-2022,Australia,CRM,Direct Sales,Business,6971,11,977,Yes
26-03-2022,Australia,DevTools,Partner,Business,7700,8,674,Yes
27-03-2022,Australia,DevTools,Direct Sales,Consumer,8966,5,1925,No
28-03-2022,Europe,DevTools,Partner,Consumer,3610,8,1008,No
29-03-2022,North America,CRM,Direct Sales,Business,9520,12,1570,No
30-03-2022,South America,Database,Online,Business,6409,15,1357,No
31-03-2022,Europe,CRM,Online,Business,7898,19,661,No
01-04-2022,Asia,DevTools,Online,Consumer,7028,16,1342,Yes
02-04-2022,South America,ERP,Partner,Business,2135,14,1492,Yes
03-04-2022,South America,Antivirus,Online,Business,807,7,1822,Yes
04-04-2022,South America,DevTools,Direct Sales,Consumer,7290,8,605,Yes
05-04-2022,Australia,ERP,Partner,Business,5159,7,943,No
06-04-2022,South America,Database,Direct Sales,Consumer,7052,18,1539,Yes
07-04-2022,North America,DevTools,Partner,Business,4821,6,551,No
08-04-2022,South America,ERP,Direct Sales,Consumer,3191,19,805,No
09-04-2022,Australia,DevTools,Direct Sales,Business,2922,4,828,Yes
10-04-2022,South America,CRM,Partner,Consumer,7332,3,1504,Yes
11-04-2022,Asia,ERP,Partner,Consumer,2840,17,929,Yes
12-04-2022,Asia,CRM,Online,Business,7175,19,1399,Yes
13-04-2022,Australia,CRM,Online,Consumer,3901,15,1948,Yes
14-04-2022,North America,ERP,Direct Sales,Business,7732,6,1690,Yes
15-04-2022,North America,Antivirus,Direct Sales,Consumer,1514,12,999,No
16-04-2022,Europe,ERP,Direct Sales,Consumer,2129,19,1209,No
17-04-2022,Australia,Antivirus,Partner,Consumer,6891,6,801,No
18-04-2022,South America,DevTools,Partner,Consumer,5646,11,524,Yes
19-04-2022,Australia,DevTools,Online,Consumer,2118,10,935,No
20-04-2022,Europe,ERP,Direct Sales,Consumer,9038,16,1054,Yes
21-04-2022,Australia,DevTools,Online,Consumer,2832,18,1347,Yes
22-04-2022,Australia,Database,Partner,Business,4269,14,1916,No
23-04-2022,Europe,CRM,Partner,Business,2103,4,1922,No
24-04-2022,North America,CRM,Partner,Consumer,3941,12,605,Yes
25-04-2022,South America,Antivirus,Online,Consumer,4967,8,1422,Yes
26-04-2022,Europe,DevTools,Partner,Consumer,3023,7,564,No
27-04-2022,Asia,Antivirus,Direct Sales,Business,7714,9,1472,No
28-04-2022,North America,CRM,Online,Consumer,4000,17,677,No
29-04-2022,Asia,CRM,Partner,Business,7322,10,1920,No
30-04-2022,North America,DevTools,Online,Consumer,2150,3,1797,No
01-05-2022,South America,Database,Online,Consumer,3833,8,533,No
02-05-2022,South America,Database,Partner,Consumer,180,14,1673,Yes
03-05-2022,Australia,DevTools,Partner,Consumer,7611,7,1454,No
04-05-2022,Asia,DevTools,Online,Consumer,6296,16,1243,Yes
05-05-2022,North America,Antivirus,Online,Business,8196,18,1404,Yes
06-05-2022,South America,DevTools,Partner,Consumer,4611,11,1517,No
07-05-2022,Europe,Database,Direct Sales,Business,8017,6,1827,No
08-05-2022,South America,DevTools,Online,Business,6511,14,1651,No
09-05-2022,Europe,Antivirus,Online,Consumer,136,13,1363,Yes
10-05-2022,North America,Antivirus,Direct Sales,Consumer,2612,4,1737,Yes
11-05-2022,South America,Antivirus,Partner,Consumer,4990,11,1980,No
12-05-2022,South America,Antivirus,Partner,Business,6225,18,950,No
13-05-2022,North America,ERP,Direct Sales,Business,749,1,678,Yes
14-05-2022,South America,DevTools,Partner,Business,7080,12,1597,Yes
15-05-2022,Europe,CRM,Partner,Consumer,5481,18,1968,No
16-05-2022,South America,DevTools,Online,Business,5305,7,675,No
17-05-2022,Asia,ERP,Online,Business,2991,12,1148,No
18-05-2022,Australia,Antivirus,Online,Business,5989,1,593,Yes
19-05-2022,Europe,ERP,Direct Sales,Consumer,372,4,1665,Yes
20-05-2022,Asia,Database,Partner,Business,741,18,1923,No
21-05-2022,North America,Database,Partner,Business,7365,15,1248,No
22-05-2022,Europe,DevTools,Online,Consumer,3287,3,1114,No
23-05-2022,Australia,DevTools,Online,Consumer,3535,7,1862,Yes
24-05-2022,Australia,CRM,Direct Sales,Consumer,2163,6,700,Yes
25-05-2022,North America,CRM,Partner,Business,4512,15,1837,Yes
26-05-2022,North America,Database,Direct Sales,Business,615,15,1088,No
27-05-2022,Europe,Antivirus,Partner,Business,3074,6,1339,No
28-05-2022,South America,ERP,Direct Sales,Consumer,5319,8,1292,No
29-05-2022,North America,CRM,Online,Business,4710,8,1424,Yes
30-05-2022,South America,CRM,Direct Sales,Consumer,9997,1,1913,Yes
31-05-2022,Asia,Antivirus,Direct Sales,Consumer,3949,13,1927,Yes
01-06-2022,Australia,Antivirus,Online,Business,3931,13,1747,No
02-06-2022,South America,DevTools,Partner,Business,5085,11,787,No
03-06-2022,Australia,ERP,Partner,Business,1984,4,1000,Yes
04-06-2022,South America,Antivirus,Online,Consumer,8775,7,1232,No
05-06-2022,Asia,CRM,Direct Sales,Consumer,5765,12,1858,No
06-06-2022,North America,CRM,Direct Sales,Business,2002,13,1281,Yes
07-06-2022,Asia,Database,Direct Sales,Consumer,7955,12,1966,Yes
08-06-2022,North America,Antivirus,Partner,Business,440,16,1976,Yes
09-06-2022,North America,DevTools,Direct Sales,Business,9827,6,1398,Yes
10-06-2022,Australia,ERP,Partner,Business,8665,14,1816,Yes
11-06-2022,Asia,DevTools,Direct Sales,Consumer,5838,19,1999,No
12-06-2022,South America,CRM,Online,Consumer,1202,16,1775,Yes
13-06-2022,Asia,DevTools,Online,Business,2231,4,1485,No
14-06-2022,Australia,CRM,Partner,Business,2866,5,1768,No
15-06-2022,North America,CRM,Partner,Consumer,2486,9,624,Yes
16-06-2022,Australia,CRM,Online,Business,5025,3,1452,Yes
17-06-2022,Europe,CRM,Online,Consumer,9451,10,825,No
18-06-2022,Europe,CRM,Direct Sales,Business,4497,17,674,No
19-06-2022,South America,Database,Online,Consumer,6649,19,1839,No
20-06-2022,Australia,DevTools,Partner,Business,6917,10,1459,Yes
21-06-2022,South America,Database,Online,Consumer,8729,12,865,No
22-06-2022,South America,Database,Partner,Business,435,7,1080,Yes
23-06-2022,Europe,Antivirus,Partner,Consumer,4103,18,1960,Yes
24-06-2022,South America,Antivirus,Direct Sales,Consumer,7869,19,1793,No
25-06-2022,Europe,Antivirus,Direct Sales,Consumer,8167,15,523,Yes
26-06-2022,North America,ERP,Direct Sales,Consumer,9281,7,1970,No
27-06-2022,Australia,Antivirus,Direct Sales,Business,7058,12,1053,No
28-06-2022,South America,DevTools,Online,Consumer,2527,7,1543,Yes
29-06-2022,Europe,Database,Direct Sales,Consumer,5106,10,1569,Yes
30-06-2022,Asia,DevTools,Online,Business,420,10,1868,No
01-07-2022,South America,Antivirus,Direct Sales,Consumer,6505,5,1828,Yes
02-07-2022,North America,ERP,Direct Sales,Business,5588,18,923,Yes
03-07-2022,North America,ERP,Partner,Consumer,6702,9,1465,No
04-07-2022,Asia,Database,Online,Consumer,9308,16,1091,Yes
05-07-2022,Europe,DevTools,Partner,Consumer,6904,7,1288,No
06-07-2022,South America,CRM,Direct Sales,Consumer,3272,10,1332,No
07-07-2022,Europe,DevTools,Online,Consumer,2067,5,1095,Yes
08-07-2022,North America,Antivirus,Direct Sales,Consumer,8561,7,1196,No
09-07-2022,Europe,CRM,Partner,Business,2024,5,813,Yes
10-07-2022,North America,ERP,Online,Business,1700,15,1411,No
11-07-2022,Europe,Database,Partner,Consumer,2145,19,1638,Yes
12-07-2022,Asia,Database,Direct Sales,Consumer,5138,10,1145,No
13-07-2022,Australia,ERP,Direct Sales,Business,1329,8,1967,No
14-07-2022,Asia,Antivirus,Direct Sales,Business,9387,9,586,Yes
15-07-2022,Asia,ERP,Online,Consumer,9666,11,1384,Yes
16-07-2022,Australia,Antivirus,Partner,Consumer,9741,2,1375,Yes
17-07-2022,Australia,CRM,Partner,Consumer,487,3,554,Yes
18-07-2022,South America,ERP,Direct Sales,Consumer,9467,13,837,Yes
19-07-2022,South America,Antivirus,Partner,Consumer,9974,11,1858,Yes
20-07-2022,Asia,CRM,Online,Consumer,9430,10,1317,Yes
21-07-2022,Asia,ERP,Direct Sales,Business,6742,15,1155,Yes
22-07-2022,North America,Database,Direct Sales,Consumer,7042,6,1123,Yes
23-07-2022,North America,ERP,Direct Sales,Consumer,1310,1,1832,No
24-07-2022,South America,DevTools,Online,Business,8756,14,1051,Yes
